详细地址,区域,房型,户型,租金,面积(m²),登记时间,详细信息
银河家园6楼 精装修,龙港,套房,三房二厅二卫,26000元/年,120,[09-24],https://www.lgfdcw.com/cz/czdetail_73634.html
东新街5楼,龙港,套房,三房二厅二卫,18000元/年,135,[09-24],https://www.lgfdcw.com/cz/czdetail_73633.html
龙河家园8楼,龙港,套房,三房二厅二卫,30000元/年,143.5,[09-24],https://www.lgfdcw.com/cz/czdetail_73632.html
锦港嘉园13楼,龙港,套房,一室一厅一卫,18000元/年,40,[09-24],https://www.lgfdcw.com/cz/czdetail_73631.html
新瓯大厦9楼,龙港,套房,三房二厅二卫,26500元/年,140,[09-24],https://www.lgfdcw.com/cz/czdetail_73630.html
西三街5楼,龙港,套房,三房二厅二卫,23000元/年,130,[09-24],https://www.lgfdcw.com/cz/czdetail_74089.html
�T厂松涛路大厦海滨御景苑店面,龙港,套房,一室,面议,222,[09-23],https://www.lgfdcw.com/cz/czdetail_85105.html
乐港名苑26楼 办公装修,龙港,套房,三房二厅二卫,35000元/年,148,[09-23],https://www.lgfdcw.com/cz/czdetail_74088.html
东新街4楼,龙港,套房,三房二厅二卫,14000元/年,110,[09-23],https://www.lgfdcw.com/cz/czdetail_74087.html
锦港嘉园7楼,龙港,套房,三房二厅二卫,32000元/年,145,[09-23],https://www.lgfdcw.com/cz/czdetail_74084.html
镇安路3楼,龙港,套房,二室一厅一卫,20000元/年,80,[09-23],https://www.lgfdcw.com/cz/czdetail_74083.html
龙港商厦3楼,龙港,套房,三房二厅二卫,30000元/年,117,[09-23],https://www.lgfdcw.com/cz/czdetail_74082.html
泰和路6楼,龙港,套房,一室,16000元/年,80,[09-23],https://www.lgfdcw.com/cz/czdetail_74081.html
金茂大厦2楼,龙港,套房,三房二厅二卫,20000元/年,128,[09-23],https://www.lgfdcw.com/cz/czdetail_74080.html
锦港嘉园18楼,龙港,套房,一室一厅一卫,21000元/年,48,[09-23],https://www.lgfdcw.com/cz/czdetail_74079.html
国发花园9楼 精装修,龙港,套房,三房二厅二卫,28000元/年,147,[09-23],https://www.lgfdcw.com/cz/czdetail_74078.html
中环大厦5楼,龙港,套房,三房二厅二卫,45000元/年,142.7,[09-23],https://www.lgfdcw.com/cz/czdetail_74077.html
乐港名苑25楼 办公装修,龙港,套房,三房二厅二卫,40000元/年,170,[09-23],https://www.lgfdcw.com/cz/czdetail_74076.html
荣御府8楼,龙港,套房,三房二厅二卫,25000元/年,165,[09-23],https://www.lgfdcw.com/cz/czdetail_74075.html
高鑫家园22楼,龙港,套房,三房二厅二卫,30000元/年,125,[09-23],https://www.lgfdcw.com/cz/czdetail_74074.html
高鑫家园9楼,龙港,套房,三房二厅二卫,25000元/年,125,[09-23],https://www.lgfdcw.com/cz/czdetail_74073.html
航管公寓5楼,龙港,套房,二室二厅一卫,20000元/年,96,[09-23],https://www.lgfdcw.com/cz/czdetail_74072.html
西洋路民房,龙港,民房,一室,面议,1025,[09-23],https://www.lgfdcw.com/cz/czdetail_74071.html
锦港嘉园20楼 精装修,龙港,套房,一室一厅一卫,18000元/年,48,[09-23],https://www.lgfdcw.com/cz/czdetail_74070.html
站前路3楼,龙港,民房,一室,9200元/年,100,[09-23],https://www.lgfdcw.com/cz/czdetail_74069.html
龙港大厦7楼,龙港,套房,三房二厅二卫,16800元/年,120,[09-23],https://www.lgfdcw.com/cz/czdetail_74068.html
西六街4楼,龙港,写字楼,一室,88000元/年,400,[09-23],https://www.lgfdcw.com/cz/czdetail_73629.html
西六街2楼,龙港,写字楼,一室,96000元/年,400,[09-23],https://www.lgfdcw.com/cz/czdetail_73628.html
繁昌路3楼,龙港,套房,四室二厅二卫,23800元/年,150,[09-23],https://www.lgfdcw.com/cz/czdetail_73627.html
德雅花园6楼,龙港,套房,四室二厅二卫,42000元/年,192,[09-23],https://www.lgfdcw.com/cz/czdetail_73626.html
金钗街1楼商铺,龙港,商铺,一室,60000元/年,110,[09-23],https://www.lgfdcw.com/cz/czdetail_73625.html
广电大厦6楼,龙港,套房,三房二厅二卫,30000元/年,154,[09-23],https://www.lgfdcw.com/cz/czdetail_73624.html
建新路2楼,龙港,套房,二室二厅一卫,13000元/年,80,[09-23],https://www.lgfdcw.com/cz/czdetail_73623.html
纺织五街6楼,龙港,套房,一室,8000元/年,60,[09-23],https://www.lgfdcw.com/cz/czdetail_73622.html
银海大厦7楼,龙港,套房,四室二厅二卫,42000元/年,180,[09-23],https://www.lgfdcw.com/cz/czdetail_73621.html
河底高路2楼 中等装修,龙港,套房,三房二厅二卫,20000元/年,140,[09-23],https://www.lgfdcw.com/cz/czdetail_73620.html
镇安路4楼,龙港,套房,三房二厅二卫,16000元/年,120,[09-23],https://www.lgfdcw.com/cz/czdetail_73619.html
新渡西街1楼,龙港,仓库,一室,32000元/年,100,[09-23],https://www.lgfdcw.com/cz/czdetail_73618.html
建新路3楼,龙港,套房,三房二厅二卫,22000元/年,150,[09-23],https://www.lgfdcw.com/cz/czdetail_73617.html
金港华庭31楼,龙港,套房,三房二厅二卫,26000元/年,118,[09-23],https://www.lgfdcw.com/cz/czdetail_73616.html
东方世贸6楼 豪装,龙港,套房,一室,32000元/年,52.47,[09-23],https://www.lgfdcw.com/cz/czdetail_73615.html
建民三街4楼,龙港,套房,一室,18000元/年,80,[09-23],https://www.lgfdcw.com/cz/czdetail_73614.html
柳南路3楼,龙港,套房,一室一厅一卫,13800元/年,60,[09-23],https://www.lgfdcw.com/cz/czdetail_73612.html
凯宇花园3楼 精装修,龙港,套房,二室二厅一卫,32000元/年,90,[09-23],https://www.lgfdcw.com/cz/czdetail_73611.html
双排街5楼 中等装修,龙港,套房,二室一厅一卫,21800元/年,80,[09-23],https://www.lgfdcw.com/cz/czdetail_73613.html
锦港嘉园22楼 办公装修,龙港,套房,一室,13000元/年,40,[09-23],https://www.lgfdcw.com/cz/czdetail_73610.html
双园楼7楼 办公装修,龙港,套房,三房二厅二卫,28000元/年,120,[09-23],https://www.lgfdcw.com/cz/czdetail_73609.html
国发花园3楼 精装修,龙港,套房,四室二厅二卫,40000元/年,160,[09-23],https://www.lgfdcw.com/cz/czdetail_73608.html
东新街3楼,龙港,套房,一室一厅一卫,8000元/年,50,[09-23],https://www.lgfdcw.com/cz/czdetail_73607.html
西六街3楼,龙港,写字楼,一室,96000元/年,400,[09-23],https://www.lgfdcw.com/cz/czdetail_73606.html
金瓯大厦5楼,龙港,套房,一室,40000元/年,140,[09-23],https://www.lgfdcw.com/cz/czdetail_72517.html
锦泰家园商铺1楼,龙港,商铺,一室,230000元/年,450,[09-23],https://www.lgfdcw.com/cz/czdetail_72516.html
和谐花园13楼 办公装修,龙港,套房,三房二厅一卫,30000元/年,135,[09-23],https://www.lgfdcw.com/cz/czdetail_72515.html
港河路2楼,龙港,套房,一室一厅一卫,13000元/年,45,[09-23],https://www.lgfdcw.com/cz/czdetail_72514.html
银座小区6楼 精装修,龙港,套房,三房三厅二卫一阳台,21000元/年,120,[09-23],https://www.lgfdcw.com/cz/czdetail_72513.html
西六街6楼,龙港,套房,二室二厅一卫,12000元/年,60,[09-23],https://www.lgfdcw.com/cz/czdetail_72512.html
西六街3楼,龙港,套房,二室二厅二卫,16000元/年,60,[09-23],https://www.lgfdcw.com/cz/czdetail_72511.html
全新装修民房边间【纺织二街25号,龙港,单间,一室一卫,9000元/年,25,[09-23],https://www.lgfdcw.com/cz/czdetail_84604.html
新装修宾馆式【纺织二街25号与西,龙港,商住楼,一室一卫,520元/年,15,[09-23],https://www.lgfdcw.com/cz/czdetail_1478.html
泰和路5楼 精装修,龙港,套房,二室二厅一卫,17500元/年,60,[09-23],https://www.lgfdcw.com/cz/czdetail_72510.html
西六街4楼,龙港,套房,一室,80000元/年,400,[09-23],https://www.lgfdcw.com/cz/czdetail_72509.html
吉祥路6楼 精装修,龙港,套房,一室,24000元/年,120,[09-23],https://www.lgfdcw.com/cz/czdetail_72507.html
港河路2楼,龙港,套房,一室,13000元/年,40,[09-23],https://www.lgfdcw.com/cz/czdetail_72506.html
锦港嘉园10楼,龙港,套房,一室,18000元/年,94,[09-23],https://www.lgfdcw.com/cz/czdetail_72505.html
泰兴路1楼 清水装修,龙港,套房,一室,14000元/月,50,[09-23],https://www.lgfdcw.com/cz/czdetail_72504.html
泰兴路1楼,龙港,套房,一室,14000元/年,50,[09-23],https://www.lgfdcw.com/cz/czdetail_72503.html
宫后路6楼,龙港,套房,三房二厅二卫一阳台,20000元/年,120,[09-23],https://www.lgfdcw.com/cz/czdetail_72501.html
康鑫大厦5楼,龙港,套房,一室,42800元/年,138,[09-23],https://www.lgfdcw.com/cz/czdetail_72500.html
置信名都28楼 精装修,龙港,套房,三房二厅二卫二阳台,52000元/年,167,[09-23],https://www.lgfdcw.com/cz/czdetail_72502.html
龙翔路5楼 潜龙学校旁边,龙港,套房,三室一厅二卫一阳台,23800元/年,120,[09-23],https://www.lgfdcw.com/cz/czdetail_72499.html
时代大道厂房1楼,龙港,厂房,一室,370000元/年,1000,[09-23],https://www.lgfdcw.com/cz/czdetail_72498.html
东园楼2楼,龙港,套房,二室一厅一卫,16000元/年,80,[09-23],https://www.lgfdcw.com/cz/czdetail_72497.html
西城路2楼,龙港,套房,一室,23000元/年,125,[09-23],https://www.lgfdcw.com/cz/czdetail_72496.html
双园楼8楼全新办公装修,龙港,套房,一室,34600元/年,130,[09-23],https://www.lgfdcw.com/cz/czdetail_72495.html
金茂大厦4楼 精装修,龙港,套房,三房二厅二卫一阳台,45000元/年,150,[09-23],https://www.lgfdcw.com/cz/czdetail_72494.html
西五街商铺,龙港,商铺,一室,16000元/年,50,[09-23],https://www.lgfdcw.com/cz/czdetail_72493.html
桂花苑6楼,龙港,套房,三房二厅二卫一阳台,26800元/年,145,[09-23],https://www.lgfdcw.com/cz/czdetail_72492.html
大道北街7楼 精装修 电梯房,龙港,套房,一室,20000元/年,70,[09-23],https://www.lgfdcw.com/cz/czdetail_72491.html
西一街3楼,龙港,套房,三房二厅二卫,16000元/年,120,[09-23],https://www.lgfdcw.com/cz/czdetail_74049.html
上厂街2楼,龙港,套房,三室一厅二卫,26000元/年,120,[09-23],https://www.lgfdcw.com/cz/czdetail_74048.html
龙港商厦3楼,龙港,套房,三房二厅二卫,20000元/年,130,[09-23],https://www.lgfdcw.com/cz/czdetail_74047.html
新雅工业区仓盛路厂房,龙港,厂房,一室,面议,6600,[09-23],https://www.lgfdcw.com/cz/czdetail_74046.html
华电路7楼,龙港,套房,三房二厅二卫,17000元/年,110,[09-23],https://www.lgfdcw.com/cz/czdetail_74045.html
龙城银座商铺1楼,龙港,商铺,一室,50000元/年,90,[09-23],https://www.lgfdcw.com/cz/czdetail_74044.html
港城大厦12楼,龙港,套房,三房二厅二卫,18000元/年,127,[09-23],https://www.lgfdcw.com/cz/czdetail_74043.html
仪邦公馆8楼,龙港,套房,一室一厅一卫,25000元/年,50,[09-23],https://www.lgfdcw.com/cz/czdetail_74042.html
安福公寓8楼,龙港,套房,三房二厅二卫,25000元/年,150,[09-23],https://www.lgfdcw.com/cz/czdetail_74041.html
荣御府20楼,龙港,套房,三房二厅二卫,25000元/年,128,[09-23],https://www.lgfdcw.com/cz/czdetail_74040.html
锦港嘉园25楼,龙港,套房,一室一厅一卫,22000元/年,60,[09-23],https://www.lgfdcw.com/cz/czdetail_74039.html
龙港商厦4楼,龙港,套房,三房二厅二卫,28000元/年,131,[09-23],https://www.lgfdcw.com/cz/czdetail_74038.html
鑫浦豪庭4楼,龙港,套房,二室一厅一卫,27500元/年,65,[09-23],https://www.lgfdcw.com/cz/czdetail_74037.html
永泰嘉园13楼,龙港,套房,三房二厅二卫,45000元/年,143,[09-23],https://www.lgfdcw.com/cz/czdetail_74035.html
华府公寓7楼 家具齐全,龙港,套房,一室一厅一卫,26000元/年,65,[09-23],https://www.lgfdcw.com/cz/czdetail_74034.html
江滨路2楼,龙港,套房,四室二厅二卫,13000元/年,120,[09-23],https://www.lgfdcw.com/cz/czdetail_74033.html
泰安商城4楼,龙港,套房,四室二厅二卫,32000元/年,170,[09-23],https://www.lgfdcw.com/cz/czdetail_74032.html
大道北街3楼,龙港,套房,三房二厅二卫,21000元/年,120,[09-23],https://www.lgfdcw.com/cz/czdetail_74031.html
西一街3楼,龙港,套房,二室一厅一卫,21000元/年,60,[09-23],https://www.lgfdcw.com/cz/czdetail_74030.html
华电路5楼,龙港,套房,三房二厅二卫,16000元/年,120,[09-23],https://www.lgfdcw.com/cz/czdetail_74029.html
金都别墅3楼 精装修,龙港,套房,五室二厅二卫二阳台,120000元/年,398,[09-23],https://www.lgfdcw.com/cz/czdetail_72490.html
世纪大道2楼厂房,龙港,套房,一室,面议,1500,[09-23],https://www.lgfdcw.com/cz/czdetail_72489.html
锦港嘉园18楼 豪装,龙港,套房,一室,25000元/年,35,[09-23],https://www.lgfdcw.com/cz/czdetail_72488.html
毯业小区5楼 精装修 带电梯 拎包,龙港,套房,一室,36000元/年,128,[09-23],https://www.lgfdcw.com/cz/czdetail_72019.html
置信城市花园11楼 豪装,龙港,套房,一室,55000元/年,155,[09-23],https://www.lgfdcw.com/cz/czdetail_72018.html
西城路5楼 精装修,龙港,套房,一室,16500元/月,60,[09-23],https://www.lgfdcw.com/cz/czdetail_72017.html
西一街5楼,龙港,套房,一室,16000元/年,60,[09-23],https://www.lgfdcw.com/cz/czdetail_72015.html
西城路7楼,龙港,套房,一室,28000元/年,120,[09-23],https://www.lgfdcw.com/cz/czdetail_72014.html
置信城市花园12楼 精装,龙港,套房,一室,32000元/年,130,[09-23],https://www.lgfdcw.com/cz/czdetail_72013.html
长运大厦15楼 中装,龙港,套房,一室,36000元/年,130,[09-23],https://www.lgfdcw.com/cz/czdetail_72011.html
西城路6楼 精装,龙港,套房,一室,20000元/年,60,[09-23],https://www.lgfdcw.com/cz/czdetail_72010.html
湖前象湖路1989（朱家站）,龙港,套房,店面,面议,300,[09-23],https://www.lgfdcw.com/cz/czdetail_85157.html
新雅工业园附近（西河村482号）,龙港,民房,民房一卫,面议,0,[09-23],https://www.lgfdcw.com/cz/czdetail_85152.html
彩虹智慧创业园3楼,龙港,套房,一室,105000元/年,500,[09-22],https://www.lgfdcw.com/cz/czdetail_72009.html
大道北街7楼 带电梯 拎包入住 精,龙港,套房,一室,27000元/年,100,[09-22],https://www.lgfdcw.com/cz/czdetail_72008.html
龙城银座17楼,龙港,套房,一室,35000元/年,145,[09-22],https://www.lgfdcw.com/cz/czdetail_72006.html
御龙湾锦园21楼,龙港,套房,一室,32000元/年,130,[09-22],https://www.lgfdcw.com/cz/czdetail_72005.html
凯宇花园3楼,龙港,套房,一室,31000元/年,90,[09-22],https://www.lgfdcw.com/cz/czdetail_72002.html
龙港大厦15楼,龙港,套房,一室,28000元/年,138,[09-22],https://www.lgfdcw.com/cz/czdetail_72004.html
广电大厦2楼,龙港,套房,一室,38000元/年,150,[09-22],https://www.lgfdcw.com/cz/czdetail_72186.html
西二街3楼 中等装修 办公装修 一,龙港,套房,四室二厅一卫,30000元/年,170,[09-22],https://www.lgfdcw.com/cz/czdetail_72359.html
和谐花园9楼,龙港,套房,四室二厅二卫,33500元/年,143,[09-22],https://www.lgfdcw.com/cz/czdetail_72358.html
银苑大厦4楼 中等装修,龙港,套房,三房二厅二卫,38000元/年,163,[09-22],https://www.lgfdcw.com/cz/czdetail_72357.html
镇安路3楼 中等装修,龙港,套房,二室一厅一卫一阳台,20000元/年,70,[09-22],https://www.lgfdcw.com/cz/czdetail_72356.html
龙湖路6楼 中等装修,龙港,套房,四室二厅二卫,17000元/年,145,[09-22],https://www.lgfdcw.com/cz/czdetail_72355.html
纺织五街8楼,龙港,套房,三房二厅二卫,30000元/年,130,[09-22],https://www.lgfdcw.com/cz/czdetail_72354.html
西四街民房,龙港,民房,一室,22000元/年,300,[09-22],https://www.lgfdcw.com/cz/czdetail_72353.html
鼎盛大厦13楼 中等装修 办公装修,龙港,套房,四室二厅二卫,35000元/年,173,[09-22],https://www.lgfdcw.com/cz/czdetail_72352.html
曙光工业园区2楼厂房,龙港,厂房,一室,288000元/年,1500,[09-22],https://www.lgfdcw.com/cz/czdetail_72351.html
龙跃路1楼,龙港,套房,一室,130000元/年,500,[09-22],https://www.lgfdcw.com/cz/czdetail_72350.html
国发花园1楼,龙港,套房,一室一厅一卫,13000元/年,31,[09-22],https://www.lgfdcw.com/cz/czdetail_72661.html
环河路2楼,龙港,套房,一室一厅一卫,15000元/年,50,[09-22],https://www.lgfdcw.com/cz/czdetail_72660.html
纺织一街2楼,龙港,套房,三房二厅二卫,20000元/年,146,[09-22],https://www.lgfdcw.com/cz/czdetail_72659.html
宫后路1楼商铺,龙港,商铺,一室,36800元/年,50,[09-22],https://www.lgfdcw.com/cz/czdetail_72658.html
人民路1楼,龙港,套房,一室,55000元/年,300,[09-22],https://www.lgfdcw.com/cz/czdetail_72657.html
港河路2楼 简单装修,龙港,套房,三房二厅二卫,32000元/年,150,[09-22],https://www.lgfdcw.com/cz/czdetail_72655.html
方鑫大厦13楼,龙港,套房,四室二厅二卫,42000元/年,168,[09-22],https://www.lgfdcw.com/cz/czdetail_72654.html
宫后路商铺1楼,龙港,商铺,一室,62000元/年,50,[09-22],https://www.lgfdcw.com/cz/czdetail_72656.html
纺织五街商铺1楼,龙港,商铺,一室,16000元/年,55,[09-22],https://www.lgfdcw.com/cz/czdetail_72653.html
置信城市花园4楼,龙港,套房,一室,33000元/年,168,[09-22],https://www.lgfdcw.com/cz/czdetail_72652.html
长运大厦7楼 办公装修,龙港,套房,三房二厅二卫,39000元/年,155,[09-22],https://www.lgfdcw.com/cz/czdetail_72651.html
人民路5楼,龙港,套房,一室,18000元/年,110,[09-22],https://www.lgfdcw.com/cz/czdetail_72650.html
龙城银座商铺1楼,龙港,商铺,一室,22000元/年,45,[09-22],https://www.lgfdcw.com/cz/czdetail_72649.html
金钗街5楼 中等装修,龙港,套房,一室,25000元/年,120,[09-22],https://www.lgfdcw.com/cz/czdetail_72648.html
西城路3楼,龙港,套房,三房二厅二卫,26000元/年,120,[09-22],https://www.lgfdcw.com/cz/czdetail_72647.html
湖前文昌路厂房1楼 2楼 3楼,龙港,厂房,一室,面议,2700,[09-22],https://www.lgfdcw.com/cz/czdetail_72646.html
新美洲1楼,龙港,套房,一室,50000元/年,200,[09-22],https://www.lgfdcw.com/cz/czdetail_72645.html
龙浦五街4楼 中等装修,龙港,套房,二室一厅一卫,17000元/年,90,[09-22],https://www.lgfdcw.com/cz/czdetail_72644.html
龙河家园8楼,龙港,套房,三房二厅二卫,28000元/年,143,[09-22],https://www.lgfdcw.com/cz/czdetail_72643.html
柳南一街4楼,龙港,套房,三房二厅二卫,24000元/年,130,[09-22],https://www.lgfdcw.com/cz/czdetail_72642.html
海港路商铺,龙港,商铺,一室,53800元/年,150,[09-22],https://www.lgfdcw.com/cz/czdetail_72349.html
南城路5楼 精装修,龙港,套房,三房二厅二卫一阳台,20000元/年,150,[09-22],https://www.lgfdcw.com/cz/czdetail_72348.html
能科工业区2楼厂房,龙港,套房,一室,87000元/年,435,[09-22],https://www.lgfdcw.com/cz/czdetail_72347.html
锦港嘉园25楼 中等装修,龙港,套房,一室一厅一卫,21000元/年,60,[09-22],https://www.lgfdcw.com/cz/czdetail_72346.html
锦港嘉园22楼 中等装修,龙港,套房,一室一厅一卫,22800元/年,60,[09-22],https://www.lgfdcw.com/cz/czdetail_72345.html
金田工业园区1楼厂房,龙港,厂房,一室,165000元/年,550,[09-22],https://www.lgfdcw.com/cz/czdetail_72344.html
纺织一街7楼,龙港,套房,三房二厅二卫一阳台,16000元/年,128,[09-22],https://www.lgfdcw.com/cz/czdetail_72343.html
大道北街6楼 精装修,龙港,套房,四室二厅二卫,26000元/年,140,[09-22],https://www.lgfdcw.com/cz/czdetail_72342.html
西城路4楼 精装修 家电齐全,龙港,套房,一室,24600元/年,70,[09-22],https://www.lgfdcw.com/cz/czdetail_72341.html
宫后路厂房1楼,龙港,厂房,一室,300000元/年,2550,[09-22],https://www.lgfdcw.com/cz/czdetail_72340.html
高兴路一楼二楼,龙港,店面,一室,40000元/年,55,[09-22],https://www.lgfdcw.com/cz/czdetail_73293.html
东新街4楼,龙港,套房,四室一厅二卫,23000元/年,200,[09-22],https://www.lgfdcw.com/cz/czdetail_73292.html
曙光厂房,龙港,厂房,一室,面议,3000,[09-22],https://www.lgfdcw.com/cz/czdetail_73291.html
纺织四街新81-83号,龙港,套房,三室二厅一卫一阳台,13000元/年,110,[09-22],https://www.lgfdcw.com/cz/czdetail_84097.html
东润华庭,龙港,套房,三室二卫一阳台,3.8元/年,115,[09-22],https://www.lgfdcw.com/cz/czdetail_79385.html
金茂花园,龙港,套房,二室一厅一卫一阳台,2.6元/月,60,[09-22],https://www.lgfdcw.com/cz/czdetail_83329.html
中梁香缇半岛,龙港,套房,三室二卫一阳台,16000元/月,132,[09-22],https://www.lgfdcw.com/cz/czdetail_75171.html
华府公寓拎包入住,龙港,套房,一室,20000元/年,70,[09-22],https://www.lgfdcw.com/cz/czdetail_69521.html
御江府,龙港,套房,二室一厅一卫一阳台,2.6元/月,60,[09-22],https://www.lgfdcw.com/cz/czdetail_83328.html
拎包入住精装修   锦港嘉园单身公,龙港,套房,二室一厅一阳台,1350元/月,50,[09-22],https://www.lgfdcw.com/cz/czdetail_85177.html
拎包入住精装修   锦港嘉园中层,龙港,套房,四室二厅,35000元/年,150,[09-22],https://www.lgfdcw.com/cz/czdetail_85097.html
外滩/龙跃路/龙港三中/价格优惠,龙港,套房,二室二厅一卫二阳台,面议,100,[09-22],https://www.lgfdcw.com/cz/czdetail_84977.html
厂房-世纪科技园18幢105,龙港,套房,一室,面议,553,[09-22],https://www.lgfdcw.com/cz/czdetail_85060.html
西三街店面,龙港,店面,一室,350000元/年,600,[09-21],https://www.lgfdcw.com/cz/czdetail_73290.html
锦港嘉园10楼,龙港,套房,一室,28000元/年,40,[09-21],https://www.lgfdcw.com/cz/czdetail_73289.html
大道北街3楼,龙港,套房,三房二厅二卫,35000元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_73288.html
沿江路4楼,龙港,套房,三房二厅二卫,15000元/年,130,[09-21],https://www.lgfdcw.com/cz/czdetail_73287.html
兴安街5楼 中等装修,龙港,套房,三房二厅二卫,21000元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_73286.html
月河嘉园4楼,龙港,套房,二室二厅一卫,17000元/年,90,[09-21],https://www.lgfdcw.com/cz/czdetail_73285.html
威龙商标城5楼,龙港,套房,三室一厅二卫,25000元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_73284.html
百有东街3楼,龙港,套房,一室,9000元/年,60,[09-21],https://www.lgfdcw.com/cz/czdetail_73283.html
龙港商厦5楼,龙港,套房,三房二厅二卫,23000元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_73282.html
纺织五街5楼,龙港,套房,二室二厅一卫,18000元/年,80,[09-21],https://www.lgfdcw.com/cz/czdetail_73281.html
大道北街7楼,龙港,套房,三房二厅二卫,16000元/年,110,[09-21],https://www.lgfdcw.com/cz/czdetail_73280.html
上厂街3楼,龙港,套房,三室一厅二卫,26000元/年,126,[09-21],https://www.lgfdcw.com/cz/czdetail_73279.html
镇安路3楼 精装修,龙港,套房,三房三厅二卫,25000元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_73278.html
宏程路3楼,龙港,套房,三室一厅二卫,17000元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_73276.html
锦港嘉园25楼,龙港,套房,一室一厅一卫,15500元/年,35,[09-21],https://www.lgfdcw.com/cz/czdetail_73275.html
柳南路5楼,龙港,套房,三房二厅二卫,22000元/年,145,[09-21],https://www.lgfdcw.com/cz/czdetail_73274.html
新西路3楼,龙港,套房,三房二厅二卫,23500元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_73273.html
站港大道6楼,龙港,套房,三房二厅二卫,36000元/年,125,[09-21],https://www.lgfdcw.com/cz/czdetail_73268.html
东园楼2楼,龙港,套房,二室一厅一卫,20000元/年,55,[09-21],https://www.lgfdcw.com/cz/czdetail_73267.html
联建公寓13楼,龙港,套房,三房二厅二卫,20000元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_73266.html
新西路1楼,龙港,套房,三房二厅二卫,37000元/年,100,[09-21],https://www.lgfdcw.com/cz/czdetail_73265.html
白河路4楼,龙港,套房,三房二厅二卫,22000元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_73264.html
大道北街5楼 精装修,龙港,套房,二室一厅一卫,10000元/年,90,[09-21],https://www.lgfdcw.com/cz/czdetail_73263.html
锦港嘉园14楼,龙港,套房,一室,15000元/年,35,[09-21],https://www.lgfdcw.com/cz/czdetail_73262.html
西三街5楼,龙港,套房,二室二厅一卫,26000元/年,95,[09-21],https://www.lgfdcw.com/cz/czdetail_73261.html
锦港嘉园17楼,龙港,套房,一室一厅一卫,18000元/年,40,[09-21],https://www.lgfdcw.com/cz/czdetail_73260.html
方岩新村2楼,龙港,套房,三房二厅二卫,18000元/年,130,[09-21],https://www.lgfdcw.com/cz/czdetail_73259.html
凯宇花园10楼,龙港,套房,二室一厅一卫,27000元/年,90,[09-21],https://www.lgfdcw.com/cz/czdetail_73258.html
锦港嘉园15楼,龙港,套房,三房二厅二卫,33000元/年,130,[09-21],https://www.lgfdcw.com/cz/czdetail_73257.html
兴贤路店面,龙港,店面,一室,11000元/年,80,[09-21],https://www.lgfdcw.com/cz/czdetail_73256.html
高兴路5楼 中等装修,龙港,套房,二室一厅一卫,18500元/年,60,[09-21],https://www.lgfdcw.com/cz/czdetail_73255.html
西三街6楼,龙港,套房,三房二厅二卫,16000元/年,110,[09-21],https://www.lgfdcw.com/cz/czdetail_73254.html
仪邦大厦18楼,龙港,套房,一室一厅一卫,25000元/年,50,[09-21],https://www.lgfdcw.com/cz/czdetail_73253.html
纺织五街2楼 中等装修,龙港,套房,三房二厅二卫,19000元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_73252.html
高兴路4楼 精装修,龙港,套房,三房二厅二卫,26000元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_73251.html
西三街5楼,龙港,套房,一室一厅一卫,10000元/年,40,[09-21],https://www.lgfdcw.com/cz/czdetail_73250.html
高兴路7楼 中等装修,龙港,套房,三房二厅二卫,20000元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_73249.html
锦港嘉园16楼,龙港,套房,一室,38000元/年,240,[09-21],https://www.lgfdcw.com/cz/czdetail_72185.html
铂金湾12楼 精装修,龙港,套房,一室,32000元/月,80,[09-21],https://www.lgfdcw.com/cz/czdetail_72184.html
西城路4楼 办公装修,龙港,套房,一室,63000元/年,200,[09-21],https://www.lgfdcw.com/cz/czdetail_72183.html
新瓯大厦5楼 拎包入住 带电梯,龙港,套房,一室,26000元/年,145,[09-21],https://www.lgfdcw.com/cz/czdetail_72180.html
松涛嘉园13楼 中等装修,龙港,套房,一室,22000元/年,125,[09-21],https://www.lgfdcw.com/cz/czdetail_72258.html
松涛嘉园3楼 中等装修,龙港,套房,一室,22000元/年,125,[09-21],https://www.lgfdcw.com/cz/czdetail_72257.html
御景公馆2楼 办公装修,龙港,套房,一室,38000元/年,180,[09-21],https://www.lgfdcw.com/cz/czdetail_72256.html
龙跃路5楼 中等装修,龙港,套房,一室,21000元/年,120,[09-21],https://www.lgfdcw.com/cz/czdetail_72255.html
信用街商铺,龙港,商铺,一室,11000元/年,70,[09-21],https://www.lgfdcw.com/cz/czdetail_72254.html
龙港大道商铺,龙港,商铺,一室,80000元/年,5,[09-21],https://www.lgfdcw.com/cz/czdetail_72253.html
