id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
2074,39,blue-collar,married,basic.6y,no,no,no,cellular,jul,tue,1408,8,451,0,failure,1.4,93.22,-36.85,2.67,5265.39,no
2075,27,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,4181,1,346,0,failure,-1.8,90.44,-45.32,0.85,5237.91,no
2076,42,management,married,university.degree,unknown,no,no,telephone,may,mon,3406,1,756,1,nonexistent,1.1,96.9,-40.63,1.03,5068.63,no
2077,34,admin.,married,university.degree,no,yes,no,cellular,may,mon,79,3,965,0,nonexistent,-1.8,91.49,-46.47,1.27,4925.73,no
2078,50,admin.,married,university.degree,unknown,yes,no,cellular,nov,fri,131,0,1027,0,nonexistent,-0.1,88.91,-43.59,3.9,5154.23,no
2079,54,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,fri,1255,2,978,0,nonexistent,1.4,98.33,-41.92,4.84,5285.6,yes
2080,46,admin.,single,professional.course,no,no,no,telephone,may,tue,267,3,1008,0,nonexistent,1.1,94.36,-37.23,5.03,4983.35,no
2081,31,self-employed,married,university.degree,no,no,yes,telephone,may,mon,2776,0,434,3,success,1.1,91.3,-39.64,2.6,4965.99,no
2082,44,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,262,1,208,3,failure,1.1,96.19,-36.64,3.7,4985.71,no
2083,45,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,206,1,985,0,nonexistent,1.4,89.5,-44.36,5.07,5468.59,no
2084,41,blue-collar,married,unknown,no,yes,yes,cellular,jul,tue,311,0,999,0,nonexistent,1.4,97.95,-43.51,4.77,5437.22,no
2085,29,admin.,married,university.degree,no,no,no,cellular,aug,mon,2441,2,803,4,nonexistent,1.4,92.91,-42.97,2.4,4879.82,no
2086,36,management,married,high.school,no,yes,no,cellular,jul,mon,577,1,1002,0,nonexistent,1.4,96.82,-41.2,4.96,5128.76,yes
2087,38,management,married,basic.9y,no,yes,no,telephone,may,fri,152,0,1043,0,nonexistent,1.1,97.56,-37.6,5.06,4957.4,no
2088,60,technician,married,high.school,no,no,no,cellular,apr,mon,178,3,1027,0,nonexistent,-1.8,90.28,-33.97,0.64,5133.91,yes
2089,48,management,divorced,university.degree,no,no,no,telephone,may,wed,225,2,1031,0,nonexistent,1.1,94.83,-37.05,4.68,5076.79,no
2090,29,admin.,single,university.degree,no,no,no,telephone,jun,mon,364,1,988,0,nonexistent,1.4,96.25,-40.5,4.69,5029.43,no
2091,51,technician,married,high.school,no,yes,no,cellular,aug,wed,1810,1,728,1,failure,1.4,90.97,-31.51,1.46,5255.2,no
2092,45,technician,married,professional.course,no,yes,no,telephone,may,thu,165,0,969,0,nonexistent,1.1,97.28,-36.29,4.89,4988.55,no
2093,32,services,single,high.school,no,no,yes,cellular,jul,thu,1628,17,736,5,success,1.4,94.98,-30.75,1.29,5080.78,no
2094,28,entrepreneur,single,high.school,no,yes,no,telephone,jun,mon,399,2,1017,0,nonexistent,1.4,95.4,-39.87,5,5128.76,no
2095,36,technician,single,professional.course,no,yes,no,cellular,aug,thu,448,12,524,4,failure,1.4,96.75,-39.48,4.8,4782.82,no
2096,42,technician,married,professional.course,no,no,no,cellular,nov,wed,65,0,1011,0,nonexistent,-0.1,90.49,-43.59,4.23,5310.1,no
2097,48,management,married,university.degree,no,no,no,telephone,jun,fri,119,4,1025,0,nonexistent,1.4,94.74,-40.67,5.14,5447.68,no
2098,33,technician,married,professional.course,no,no,no,telephone,jun,mon,230,3,1003,0,nonexistent,1.4,94.08,-43.01,4.95,5086.94,no
2099,44,admin.,single,university.degree,no,no,no,cellular,may,mon,1273,1,201,6,success,-1.8,93.11,-47.69,2.3,4935.55,no
2100,25,student,single,university.degree,no,yes,no,cellular,apr,thu,76,3,957,0,nonexistent,-1.8,96.98,-48.74,1.37,4925.73,no
2101,38,management,single,university.degree,no,no,no,telephone,may,fri,1600,0,419,5,success,1.1,93.41,-29.04,3.22,5387.5,no
2102,31,technician,divorced,basic.9y,no,no,no,telephone,may,tue,2964,1,216,5,nonexistent,1.1,90.82,-36.35,0.84,5175.35,no
2103,41,admin.,married,university.degree,no,yes,no,cellular,aug,wed,4582,0,847,4,nonexistent,1.4,91.56,-40.87,3.89,4909.02,no
2104,41,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,178,1,1005,0,nonexistent,-1.8,90.37,-46.44,1.47,4854.34,no
2105,52,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,thu,460,0,1020,0,nonexistent,1.4,96.99,-34.94,5.13,5400.62,no
2106,36,admin.,married,university.degree,no,yes,no,cellular,aug,fri,405,4,3,2,success,-2.9,90.81,-32.05,0.83,5243.71,no
2107,26,blue-collar,single,basic.4y,no,no,no,cellular,may,tue,289,1,1043,1,failure,-1.8,93.82,-45.04,1.35,4890.03,no
2108,30,management,married,university.degree,no,unknown,unknown,cellular,jul,wed,166,1,980,0,nonexistent,1.4,95.04,-43.16,4.91,4987.6,no
2109,38,admin.,single,high.school,no,no,no,cellular,may,wed,1571,1,153,6,failure,-1.8,97.85,-32.35,1.26,5133.86,no
2110,37,management,single,university.degree,no,yes,no,cellular,may,tue,1693,0,222,4,nonexistent,-1.8,88.1,-41.2,3.18,5144.92,no
2111,44,admin.,single,university.degree,no,yes,no,cellular,aug,thu,4755,3,404,5,nonexistent,1.4,94.67,-40.47,4.59,5140.56,no
2112,55,admin.,single,university.degree,unknown,unknown,unknown,cellular,oct,wed,1305,45,770,4,failure,1.4,92.5,-36.14,4.68,5238.29,yes
2113,31,technician,married,professional.course,no,no,no,cellular,aug,tue,4687,2,840,6,nonexistent,1.4,92.87,-40.14,3.46,5228.21,no
2114,49,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,347,9,977,0,nonexistent,1.1,94.65,-37.81,4.84,5414.21,no
2115,44,blue-collar,married,basic.4y,unknown,yes,no,telephone,jul,mon,256,12,991,0,nonexistent,1.4,95.32,-43.42,5.06,4971.92,no
2116,29,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,thu,328,1,516,0,failure,1.4,93.93,-35.65,0.74,5062.87,no
2117,49,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,2875,1,560,5,nonexistent,-1.8,94.14,-40.83,1.8,5159.74,no
2118,41,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,2694,1,87,2,failure,-1.8,96.67,-43.57,1.58,5248.29,no
2119,75,retired,married,basic.4y,no,yes,no,cellular,jul,mon,202,1,12,2,success,-1.7,97.6,-40.74,0.85,5181.28,yes
2120,36,blue-collar,married,basic.6y,unknown,yes,yes,cellular,may,wed,1010,8,117,1,nonexistent,-1.8,98.09,-36.05,1.62,4770.05,no
2121,41,blue-collar,single,basic.9y,no,no,no,telephone,jun,mon,4210,2,925,6,success,1.4,89.62,-46.99,3.52,5243.94,no
2122,38,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,235,1,977,0,nonexistent,1.4,92.95,-41.04,4.96,5264.69,no
2123,41,admin.,married,university.degree,no,no,no,telephone,may,wed,2602,0,832,1,failure,1.1,89.83,-51.08,2.06,5190.17,no
2124,35,admin.,married,university.degree,no,no,no,telephone,may,tue,926,1,469,2,failure,1.1,92.74,-45.79,4.17,5114.22,no
2125,40,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,3036,0,816,3,nonexistent,-1.8,90.61,-28.54,1.5,5095.94,no
2126,30,admin.,married,high.school,no,yes,no,cellular,may,tue,58,1,1003,1,failure,-1.8,94.84,-47.21,1.34,5190.88,no
2127,56,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,106,2,976,0,nonexistent,1.4,96.06,-35.88,5.19,5217.64,no
2128,58,retired,married,university.degree,no,yes,no,cellular,sep,wed,3147,3,600,3,success,-3.4,95.33,-43.88,3.79,5314.53,no
2129,30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,224,1,992,0,nonexistent,1.4,96.45,-41.12,5.19,5254.24,no
2130,37,technician,married,professional.course,no,no,no,cellular,aug,wed,153,3,3,2,success,-2.9,96.25,-31.65,0.84,4979.75,yes
2131,38,blue-collar,married,unknown,no,no,no,telephone,may,mon,2905,1,231,5,nonexistent,1.1,94.04,-42.25,4.02,5194.75,no
2132,48,blue-collar,single,basic.9y,unknown,no,no,telephone,jun,mon,110,1,1029,0,nonexistent,1.4,92.1,-40.46,4.77,5264.69,no
2133,34,blue-collar,married,basic.6y,unknown,no,no,cellular,may,wed,52,0,1008,2,failure,-1.8,95.77,-46.2,1.3,5252.07,no
2134,33,admin.,married,university.degree,no,unknown,unknown,telephone,jun,thu,3686,0,348,6,nonexistent,1.4,96.45,-42.22,2.32,4929.67,no
2135,35,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,1122,1,7,4,success,-1.8,88.68,-39.96,1.69,4971.15,no
2136,31,technician,divorced,high.school,no,yes,yes,cellular,aug,mon,2609,2,580,3,failure,1.4,96.73,-26.92,2.97,5270.83,no
2137,44,technician,divorced,professional.course,no,yes,no,telephone,may,fri,122,1,1013,0,nonexistent,1.1,95.3,-35.85,4.63,5113.13,no
2138,42,admin.,single,university.degree,unknown,yes,yes,telephone,may,mon,1320,5,898,6,nonexistent,1.1,91.32,-39.82,2.76,5178.9,no
2139,29,admin.,single,university.degree,no,yes,no,telephone,jul,fri,331,1,859,5,nonexistent,1.4,95.53,-40.53,3.94,5347.36,no
2140,23,student,single,high.school,no,yes,no,telephone,may,thu,4371,2,111,2,failure,1.1,89.87,-48.61,3.12,5160.18,no
2141,80,housemaid,married,basic.4y,no,yes,yes,cellular,apr,tue,241,0,12,1,success,-1.8,93.18,-35.39,0.66,4853.43,yes
2142,29,technician,married,professional.course,no,no,no,telephone,may,wed,1116,2,180,2,nonexistent,1.1,97.07,-47.03,1.24,5276.4,no
2143,37,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,82,2,1014,0,nonexistent,1.1,93.05,-36.76,4.75,5268.86,no
2144,39,management,married,university.degree,no,yes,no,telephone,nov,mon,101,1,1008,0,nonexistent,-0.1,96.55,-42.25,4.34,5419.21,no
2145,50,blue-collar,married,unknown,unknown,no,yes,telephone,may,mon,75,3,983,0,nonexistent,1.1,94.74,-37.23,4.96,5024.88,no
2146,32,admin.,single,university.degree,unknown,no,no,cellular,aug,tue,836,5,855,5,success,1.4,95.95,-49.28,2.76,4958.22,no
2147,53,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,4200,3,256,5,success,1.4,91.78,-28.05,3.2,5094.11,no
2148,38,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,1261,2,858,4,failure,-1.8,96.87,-34.77,3.97,5307.92,no
2149,52,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,tue,144,2,1017,0,nonexistent,-1.8,95.86,-45.87,1.31,5068.5,no
2150,30,admin.,married,high.school,no,yes,no,telephone,jul,mon,4058,1,477,4,success,1.4,92.31,-42.59,3.35,4967.91,no
2151,43,admin.,single,basic.9y,no,yes,yes,cellular,jul,mon,266,1,184,1,nonexistent,1.4,90.28,-41.78,2.53,4897,yes
2152,58,admin.,single,university.degree,no,yes,no,cellular,may,tue,2375,0,808,3,nonexistent,-1.8,98.34,-46.65,3.34,5351.81,yes
2153,52,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,23,7,1000,0,nonexistent,1.4,93.8,-40.29,4.92,5055.57,no
2154,76,retired,married,basic.4y,no,yes,yes,cellular,jul,fri,64,1,983,0,nonexistent,-2.9,94.04,-33.6,1.05,5274.17,no
2155,50,entrepreneur,married,high.school,no,no,no,cellular,may,tue,116,1,963,0,nonexistent,-1.8,93.54,-47.53,1.31,4859.44,no
2156,60,self-employed,married,university.degree,no,no,no,cellular,aug,thu,115,1,1018,0,nonexistent,1.4,92.78,-34.54,5.08,5018.97,no
2157,36,admin.,single,university.degree,no,yes,no,cellular,nov,tue,1730,0,462,1,failure,-0.1,89.59,-36.57,4.29,5350.91,no
2158,43,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,thu,154,1,1035,0,nonexistent,1.4,96.34,-35.88,4.72,5400.62,no
2159,49,services,married,basic.6y,no,no,no,cellular,apr,thu,297,0,869,1,success,-1.8,92.01,-40.84,4.86,4980.04,yes
2160,26,technician,single,university.degree,no,no,no,cellular,jul,fri,444,3,1001,0,nonexistent,1.4,92.69,-41.8,4.86,5479.04,no
2161,55,blue-collar,single,basic.4y,unknown,no,no,cellular,may,tue,3610,1,62,4,success,-1.8,91,-28.25,4.81,5239.54,no
2162,52,housemaid,divorced,unknown,no,yes,no,telephone,may,wed,97,2,1011,0,nonexistent,1.1,93.52,-36.94,5,4936.64,no
2163,35,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,48,1,988,0,nonexistent,-1.8,97.07,-46.06,1.34,4986.91,no
2164,54,admin.,single,university.degree,unknown,no,no,cellular,nov,mon,140,1,980,0,nonexistent,-0.1,95.34,-42.92,4.14,4993.16,no
2165,29,admin.,single,university.degree,no,yes,no,cellular,jul,mon,112,2,1003,1,failure,-1.7,98.26,-41.22,0.92,4896.75,no
2166,30,technician,married,university.degree,no,no,yes,telephone,may,wed,373,2,492,1,nonexistent,1.1,90.24,-31.42,4.06,5173.37,no
2167,43,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,1157,4,470,2,failure,1.4,94.73,-48.59,2.68,5239.43,no
2168,48,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,2859,3,911,6,success,-1.8,95.93,-44.92,2.11,5192.66,no
2169,45,unemployed,married,basic.9y,no,no,no,cellular,sep,fri,2148,1,166,6,success,-1.1,94.81,-44.49,0.66,4725.92,yes
2170,34,services,divorced,professional.course,unknown,no,no,telephone,may,tue,3642,0,594,3,nonexistent,1.1,90.81,-46.75,1.03,4823.64,no
2171,44,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,4272,2,903,2,nonexistent,1.4,96.68,-42.23,3.75,5217.98,no
2172,28,admin.,married,university.degree,no,no,no,cellular,nov,wed,120,1,1015,0,nonexistent,-0.1,91.89,-39.94,4.28,5133.45,no
2173,34,admin.,single,high.school,no,yes,no,telephone,dec,mon,346,6,967,0,nonexistent,-3,96.51,-34.32,0.71,4772.32,no
2174,27,blue-collar,single,high.school,no,no,no,telephone,jun,thu,993,1,979,0,nonexistent,1.4,92.95,-39.91,5.16,5275.15,no
2175,30,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,1791,0,1001,4,failure,-1.8,99.32,-45.35,2,5180.93,no
2176,34,admin.,married,high.school,no,yes,no,cellular,jul,wed,287,1,958,0,nonexistent,1.4,95.23,-43.81,5.06,5249.01,no
2177,30,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,153,2,963,0,nonexistent,1.1,97.18,-38.18,4.76,5061.22,no
2178,41,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,thu,179,1,1031,0,nonexistent,1.4,97.58,-43.34,4.94,5029.43,no
2179,32,technician,married,university.degree,no,yes,no,telephone,jun,fri,3866,1,233,2,failure,1.4,91.31,-40.35,1.11,4929.21,no
2180,53,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,205,1,1025,0,nonexistent,1.4,96.24,-37.32,5.05,5369.25,no
2181,41,admin.,single,university.degree,no,no,no,cellular,aug,thu,101,7,984,0,nonexistent,1.4,92.6,-36.31,4.99,5337.89,no
2182,53,admin.,married,unknown,no,yes,no,telephone,may,mon,448,0,87,1,nonexistent,1.1,91.89,-48.84,1.57,4790.71,no
2183,27,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,1780,2,198,4,failure,1.4,93.86,-27.9,3.01,4802.76,yes
2184,29,admin.,single,university.degree,no,yes,yes,cellular,jul,thu,250,0,1006,0,nonexistent,1.4,94.95,-44.66,4.71,5154.9,no
2185,45,blue-collar,married,basic.4y,unknown,yes,yes,cellular,may,mon,2081,1,95,3,nonexistent,-1.8,91.13,-35.93,2.31,5130.57,no
2186,37,admin.,married,university.degree,no,yes,no,telephone,apr,mon,1296,3,480,0,success,-1.8,89.71,-34.67,2.79,5021.5,no
2187,39,housemaid,married,university.degree,no,yes,no,telephone,may,mon,164,2,1018,0,nonexistent,1.1,92.2,-35.48,4.84,5185.8,no
2188,37,unemployed,married,high.school,unknown,yes,unknown,telephone,may,wed,4574,14,450,4,failure,1.1,97.42,-39.62,3.26,5262.04,no
2189,44,blue-collar,married,high.school,no,yes,no,telephone,may,wed,1387,1,719,1,nonexistent,1.1,94.92,-27.45,1.58,4982.61,no
2190,38,services,single,high.school,no,no,no,cellular,jul,wed,236,3,964,0,nonexistent,1.4,90.06,-44.45,4.95,5348.34,no
2191,39,blue-collar,married,unknown,no,no,no,telephone,jul,tue,545,1,984,0,nonexistent,1.4,98.14,-43.59,5.16,5092.16,no
2192,55,technician,married,university.degree,no,yes,no,telephone,may,thu,2276,8,944,2,success,1.1,95.49,-26.86,2.37,5076.66,no
2193,35,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,4899,1,443,0,nonexistent,-1.8,96.55,-51.9,4.67,4821.55,no
2194,46,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,thu,41,1,326,1,nonexistent,1.4,95.86,-51.63,1.12,5361.04,no
2195,39,services,single,high.school,unknown,yes,no,telephone,may,mon,84,2,1033,0,nonexistent,1.1,95.49,-37.2,4.65,4936.64,no
2196,24,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,161,1,1002,0,nonexistent,-1.8,94.65,-47.58,1.28,5272.46,no
2197,29,technician,married,professional.course,no,yes,yes,cellular,mar,tue,148,0,973,0,nonexistent,-1.8,90,-35.14,0.68,5163.96,no
2198,24,blue-collar,single,basic.4y,no,yes,yes,cellular,may,thu,104,1,1012,1,failure,-1.8,92.05,-44.49,1.32,5058.3,no
2199,34,admin.,married,high.school,unknown,yes,no,cellular,may,fri,2426,1,344,2,nonexistent,-1.8,91.19,-26.31,1.63,5240.49,no
2200,35,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,248,4,1005,1,failure,-1.8,90.1,-44.53,1.29,5104.19,no
2201,28,services,married,high.school,no,no,no,telephone,jul,tue,105,0,995,0,nonexistent,1.4,93.26,-44.06,5.14,5264.69,no
2202,63,retired,married,unknown,no,no,no,cellular,aug,wed,2825,2,304,1,failure,-2.9,94.45,-45.2,4.89,4913.33,no
2203,32,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,174,0,1048,0,nonexistent,1.1,92.58,-36.5,4.66,4988.55,no
2204,49,services,divorced,high.school,no,no,no,telephone,may,wed,129,1,982,0,nonexistent,1.1,97.47,-35.3,4.82,5076.79,no
2205,26,admin.,single,high.school,no,yes,no,telephone,jul,thu,120,1,1020,0,nonexistent,1.4,96.17,-44.06,4.74,5337.89,no
2206,50,unemployed,single,basic.9y,no,yes,no,cellular,apr,thu,235,1,2,1,success,-1.8,93.81,-47.19,1.38,5292.86,yes
2207,32,services,single,high.school,no,no,no,telephone,jun,fri,15,3,1021,0,nonexistent,1.4,90.78,-40.21,5.17,5275.15,no
2208,38,entrepreneur,married,university.degree,no,yes,no,telephone,jun,mon,3849,0,924,4,nonexistent,1.4,95.76,-38.56,3.96,4903.53,no
2209,37,blue-collar,single,basic.6y,unknown,no,no,cellular,may,fri,994,0,451,2,nonexistent,-1.8,89.76,-45.3,1.59,5224.24,no
2210,47,admin.,married,high.school,unknown,yes,no,cellular,jul,thu,70,1,988,0,nonexistent,1.4,96.17,-44.15,4.78,5228.1,no
2211,54,admin.,divorced,university.degree,unknown,no,no,cellular,nov,fri,22,4,960,1,failure,-0.1,94.41,-40.61,4.03,5325.69,no
2212,56,retired,divorced,university.degree,no,no,no,cellular,apr,thu,3570,0,771,6,nonexistent,-1.8,97.78,-46.02,2.16,4752.31,no
2213,40,self-employed,married,university.degree,no,yes,no,telephone,may,fri,2648,6,287,2,nonexistent,1.1,93.42,-31.66,1.36,5411.66,no
2214,82,technician,unknown,unknown,yes,unknown,yes,telephone,aug,thu,3860,15,360,3,nonexistent,-3.4,95.61,-47.22,2.18,4946,no
2215,28,admin.,single,university.degree,no,yes,no,cellular,aug,fri,64,0,984,0,nonexistent,1.4,91.66,-36.6,4.74,5060.8,no
2216,27,unemployed,married,university.degree,no,yes,no,cellular,jul,thu,719,3,985,0,nonexistent,1.4,91.38,-41.84,4.85,5364.03,no
2217,34,services,married,high.school,no,no,no,cellular,jul,thu,216,0,1009,0,nonexistent,1.4,97.2,-43.12,5.02,4966.69,no
2218,36,technician,married,professional.course,no,no,no,cellular,aug,mon,1810,1,818,5,success,-2.9,90.54,-27.16,3.09,4948.64,yes
2219,47,services,married,high.school,no,no,no,cellular,may,mon,267,0,1030,0,nonexistent,-1.8,88.61,-45.92,1.29,5063.4,no
2220,38,entrepreneur,married,basic.6y,no,unknown,unknown,telephone,may,wed,5020,1,875,5,success,1.1,94.97,-32.51,5.06,5194.31,no
2221,42,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,118,0,1010,0,nonexistent,1.1,96.34,-37.3,5.02,5320.77,no
2222,38,blue-collar,married,professional.course,no,no,no,telephone,may,mon,83,4,990,0,nonexistent,1.1,90.04,-37.12,4.67,5357.11,no
2223,58,housemaid,married,basic.4y,no,no,yes,telephone,may,wed,4319,1,438,3,failure,1.1,89.35,-29.79,4.17,5126.56,no
2224,26,admin.,single,high.school,no,no,no,cellular,jul,tue,220,0,964,0,nonexistent,1.4,95.04,-41.41,4.71,5212.41,no
2225,44,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,565,1,1010,0,nonexistent,1.1,94.93,-35.52,4.78,5409.02,no
2226,34,admin.,married,university.degree,no,no,no,telephone,may,wed,150,3,974,0,nonexistent,-1.8,89.27,-44.67,1.35,5109.29,no
2227,37,technician,married,professional.course,no,yes,no,cellular,mar,fri,121,5,995,0,nonexistent,-1.8,89.68,-48.95,1.65,5124.59,no
2228,36,admin.,married,basic.9y,no,no,no,telephone,jun,wed,2303,2,323,6,nonexistent,1.4,93.95,-26.54,4.85,5218.76,no
2229,34,admin.,married,university.degree,no,yes,no,cellular,nov,wed,89,1,967,0,nonexistent,-0.1,91.42,-42.12,4.26,4941.2,no
2230,27,technician,single,professional.course,no,no,no,cellular,may,tue,1130,3,105,5,success,-1.8,94.52,-46.58,1.96,4937.23,no
2231,36,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,691,0,1004,0,nonexistent,-0.1,94.69,-43.38,4.18,5388.04,no
2232,35,technician,single,professional.course,no,no,no,cellular,aug,mon,462,0,989,0,nonexistent,1.4,90.82,-37.76,5.19,5071.25,no
2233,30,technician,single,professional.course,no,no,no,cellular,aug,wed,81,3,1025,0,nonexistent,1.4,93.72,-37.65,5,5327.43,no
2234,38,unknown,single,university.degree,no,yes,no,cellular,may,mon,23,4,1019,0,nonexistent,-1.8,93.07,-47.44,1.34,5318.36,no
2235,61,retired,married,basic.9y,unknown,no,no,cellular,jul,fri,1380,2,978,0,nonexistent,1.4,91.28,-43.04,5.17,5463.36,yes
2236,30,technician,single,unknown,no,yes,yes,cellular,may,fri,155,2,986,1,failure,-1.8,96.05,-44.16,1.26,5104.19,no
2237,51,technician,married,professional.course,unknown,no,no,cellular,jul,fri,200,6,1013,0,nonexistent,1.4,96.73,-43.34,4.86,5400.62,no
2238,93,housemaid,unknown,high.school,yes,no,yes,cellular,oct,wed,194,19,1027,0,nonexistent,1.1,98.12,-35.96,4.63,4967.78,yes
2239,32,admin.,single,high.school,no,yes,no,cellular,may,fri,220,6,965,1,failure,-1.8,95.3,-48.37,1.31,5195.98,no
2240,89,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,96,6,984,0,nonexistent,-1.8,96.92,-51.45,1.58,4986.91,yes
2241,29,technician,married,high.school,no,yes,no,cellular,aug,tue,738,0,765,3,success,1.4,92.79,-41.13,2.16,5060.86,no
2242,67,self-employed,single,basic.4y,no,no,no,cellular,mar,tue,74,48,995,0,nonexistent,1.4,92.04,-34.8,5.11,5139.22,yes
2243,31,technician,married,university.degree,no,yes,no,cellular,nov,thu,256,0,954,0,nonexistent,-0.1,97.48,-42.46,4.23,5045.12,no
2244,32,management,married,university.degree,no,no,no,cellular,mar,tue,3948,0,496,1,failure,-1.8,89.49,-48.17,1.29,4910.13,yes
2245,35,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,thu,3949,7,718,2,failure,1.4,96.68,-46.6,1.26,4811.86,no
2246,28,technician,single,university.degree,no,no,no,cellular,aug,mon,3583,2,931,6,nonexistent,1.4,93.12,-37.35,1.14,5012.33,no
2247,29,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,364,3,823,1,failure,1.4,95.85,-29.86,2.85,4843.83,no
2248,44,blue-collar,married,high.school,unknown,yes,no,cellular,aug,wed,389,1,965,0,nonexistent,1.4,89.42,-36.42,5.12,5452.9,no
2249,31,admin.,married,university.degree,no,no,no,cellular,aug,wed,766,0,161,1,failure,1.4,93.92,-29.85,2.2,5191.87,no
2250,47,admin.,single,high.school,no,no,no,telephone,may,tue,4836,5,214,3,failure,1.1,98.29,-44.65,1.87,5384.86,no
2251,61,technician,married,professional.course,yes,no,yes,cellular,may,fri,156,27,966,0,nonexistent,-2.9,95.52,-32.71,0.91,4862.99,yes
2252,60,entrepreneur,divorced,university.degree,no,no,no,telephone,jun,thu,176,1,548,3,success,1.4,90.24,-46.08,1.65,5229.46,no
2253,24,unknown,single,university.degree,no,yes,no,telephone,apr,thu,694,1,1035,0,nonexistent,-1.8,90.46,-48.27,1.35,4920.63,yes
2254,50,retired,married,university.degree,no,yes,yes,telephone,may,fri,328,2,332,4,nonexistent,1.1,89.17,-40.03,2.96,4969.52,no
2255,50,blue-collar,divorced,high.school,no,no,no,telephone,jun,wed,18,4,980,0,nonexistent,1.4,93.7,-40.92,5.01,5060.8,no
2256,42,services,married,high.school,unknown,no,yes,cellular,jul,wed,108,11,1046,0,nonexistent,1.4,98.23,-42.95,4.81,5280.38,no
2257,29,technician,single,basic.6y,unknown,unknown,unknown,cellular,apr,thu,733,50,1013,0,nonexistent,-1.8,91.22,-46.38,1.24,4849.24,yes
2258,33,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,301,1,1041,0,nonexistent,-1.8,93.82,-45.83,1.24,5037.91,no
2259,28,entrepreneur,married,basic.6y,no,yes,no,telephone,may,wed,197,5,1029,0,nonexistent,1.1,95.77,-37.78,4.88,5393.44,no
2260,40,services,married,university.degree,no,yes,no,cellular,apr,mon,152,4,1023,0,nonexistent,-1.8,90.65,-47.28,1.42,5313.26,no
2261,40,blue-collar,married,professional.course,unknown,yes,no,telephone,may,thu,117,5,1036,0,nonexistent,1.1,92.39,-36.32,4.78,5201.38,no
2262,32,admin.,married,high.school,no,yes,no,cellular,may,mon,155,1,1016,0,nonexistent,-1.8,92.33,-46.75,1.34,5144.99,no
2263,52,services,married,unknown,unknown,yes,no,cellular,jul,mon,60,0,1009,0,nonexistent,1.4,94.29,-40.9,4.99,5238.55,no
2264,24,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,24,4,987,0,nonexistent,1.1,97.56,-37.85,4.66,5393.44,no
2265,25,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,145,2,954,0,nonexistent,1.4,90.16,-40.56,4.82,5024.2,no
2266,66,management,divorced,high.school,unknown,unknown,yes,telephone,sep,thu,2220,3,892,1,failure,1.4,97.76,-30.53,1.98,5258.63,no
2267,30,admin.,married,university.degree,no,no,no,cellular,apr,wed,1505,3,117,5,success,-1.8,96.62,-41.84,3.82,5132.95,no
2268,40,technician,married,university.degree,unknown,no,no,telephone,may,thu,69,1,967,0,nonexistent,1.1,89.76,-34.9,5.06,5445.35,no
